metric,train,validation,test
binary_accuracy,0.9640209078788757,0.9635143876075745,0.9728082418441772
dice_coefficient,0.26476117968559265,0.1936858743429184,0.16868948936462402
iou_metric,0.1580778807401657,0.11547873169183731,0.10023205727338791
loss,1.6090035438537598,1.7425719499588013,1.7756221294403076
